,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
36490,SETAPAK,590000.0,4.0,3.0,2.0,Condominium,1408.0,Partly Furnished
36491,SETAPAK,580000.0,4.0,3.0,2.0,Condominium,1416.0,Partly Furnished
36492,SETAPAK,750000.0,4.0,3.0,2.0,Condominium,1447.0,Fully Furnished
36493,SETAPAK,2900000.0,5.0,5.0,6.0,Condominium,4477.5,Fully Furnished
36494,SETAPAK,850000.0,5.0,4.0,3.0,Condominium,1825.0,Partly Furnished
36495,MONT KIARA,1750000.0,4.0,4.0,2.0,Condominium,1496.0,Partly Furnished
36496,SUNGAI BESI,610000.0,2.0,2.0,2.0,Serviced Residence,1025.0,Partly Furnished
36497,BUKIT BINTANG,1080000.0,2.0,2.0,1.0,Serviced Residence,1367.0,Fully Furnished
36498,SRI PETALING,1330000.0,5.5,4.0,4.0,3-sty Terrace/Link House,1760.0,Partly Furnished
36499,SRI PETALING,1100000.0,5.0,4.0,2.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36500,KLCC,4072500.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
36501,KLCC,2880000.0,5.0,5.0,2.0,Condominium,4123.0,Partly Furnished
36502,KLCC,4072500.0,5.5,8.0,5.0,Condominium,4477.5,Partly Furnished
36503,AMPANG HILIR,3675000.0,5.0,5.0,2.0,Condominium,3675.0,Partly Furnished
36504,BANGSAR,4072500.0,5.0,4.0,4.0,Condominium,4025.0,Partly Furnished
36505,AMPANG,4072500.0,5.5,4.0,4.0,Bungalow,4477.5,Partly Furnished
36506,AMPANG HILIR,4072500.0,5.5,5.0,3.0,Condominium,3950.0,Partly Furnished
36507,KLCC,1800000.0,5.0,5.0,0.0,Condominium,2315.0,Partly Furnished
36508,KLCC,2731560.0,5.0,5.0,0.0,Condominium,3502.0,Partly Furnished
36509,SETAPAK,360000.0,2.0,1.0,1.0,Serviced Residence,682.0,Unfurnished
36510,SETAPAK,555000.0,1.5,1.0,1.0,Condominium,753.0,Fully Furnished
36511,DESA PARKCITY,1000000.0,3.0,3.0,2.0,Condominium,1378.0,Fully Furnished
36512,SETAPAK,1150000.0,3.0,2.0,1.0,Condominium,1459.0,Fully Furnished
36513,SEGAMBUT,820000.0,4.0,3.0,2.0,Condominium,1262.0,Partly Furnished
36514,SEGAMBUT,378000.0,3.0,2.0,1.0,Apartment,918.0,Fully Furnished
36515,SETAPAK,448000.0,3.0,2.0,1.0,Condominium,1275.0,Fully Furnished
36516,SUNGAI BESI,650000.0,3.0,2.0,2.0,Serviced Residence,1025.0,Partly Furnished
36519,JALAN KUCHING,305000.0,3.0,2.0,1.0,Apartment,872.0,Partly Furnished
36520,SETAPAK,393000.0,3.0,2.0,1.0,Serviced Residence,807.0,Unfurnished
36521,SUNWAY SPK,1300000.0,4.0,4.0,2.0,2-sty Terrace/Link House,2820.0,Unfurnished
36522,CHERAS,420000.0,2.0,2.0,1.0,Condominium,1195.0,Partly Furnished
36523,SENTUL,855000.0,2.0,3.0,1.0,Condominium,1186.0,Unfurnished
36524,SETAPAK,390000.0,3.0,2.0,1.0,Serviced Residence,807.0,Unfurnished
36525,SETAPAK,478000.0,4.0,3.0,1.0,Serviced Residence,1097.0,Unfurnished
36526,SEGAMBUT,1130000.0,4.0,4.0,3.0,2-sty Terrace/Link House,1400.0,Unfurnished
36527,JALAN IPOH,550000.0,3.0,2.0,2.0,Condominium,1037.0,Partly Furnished
36528,TAMAN MELAWATI,850000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36529,JALAN KLANG LAMA (OLD KLANG ROAD),330000.0,3.0,2.0,0.0,Serviced Residence,950.0,Partly Furnished
36530,SETAPAK,280000.0,3.0,2.0,1.0,Condominium,950.0,Unfurnished
36531,CHERAS,760000.0,4.0,3.0,0.0,2-sty Terrace/Link House,2100.0,Partly Furnished
36532,JALAN KLANG LAMA (OLD KLANG ROAD),2280000.0,5.5,6.0,6.0,Condominium,4477.5,Unfurnished
36533,KUCHAI LAMA,350000.0,3.0,2.0,1.0,Condominium,1132.0,Unfurnished
36534,KLCC,4072500.0,5.0,4.0,0.0,Serviced Residence,3513.0,Fully Furnished
36535,KLCC,1060000.0,2.0,1.0,0.0,Serviced Residence,662.0,Fully Furnished
36536,SETAPAK,428000.0,3.0,2.0,0.0,Serviced Residence,1019.0,Partly Furnished
36537,JALAN KLANG LAMA (OLD KLANG ROAD),2255000.0,5.5,6.0,6.0,Condominium,4477.5,Unfurnished
36538,JALAN KLANG LAMA (OLD KLANG ROAD),340000.0,3.0,2.0,2.0,Serviced Residence,950.0,Partly Furnished
36539,MONT KIARA,680000.0,2.0,2.0,1.0,Condominium,1012.0,Fully Furnished
36540,KUCHAI LAMA,290000.0,3.0,2.0,1.0,Condominium,989.0,Partly Furnished
36541,JALAN KLANG LAMA (OLD KLANG ROAD),2250000.0,5.5,6.0,6.0,Condominium,4477.5,Unfurnished
36542,KLCC,4072500.0,5.0,6.0,2.0,Condominium,4297.0,Fully Furnished
36543,KLCC,1720000.0,3.0,3.0,0.0,Condominium,1756.0,Fully Furnished
36544,SETAPAK,400000.0,1.5,1.0,1.0,Serviced Residence,530.0,Partly Furnished
36545,SENTUL,1280000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1480.0,Unfurnished
36546,KLCC,3140000.0,2.0,2.0,1.0,Serviced Residence,1163.0,Partly Furnished
36547,SETAPAK,480000.0,1.5,1.0,1.0,Serviced Residence,550.0,Partly Furnished
36548,TAMAN MELAWATI,1150000.0,4.0,3.0,0.0,2-sty Terrace/Link House,2480.0,Unfurnished
36549,MONT KIARA,2250000.0,5.0,6.0,0.0,Condominium,2906.0,Fully Furnished
36550,KLCC,900000.0,4.0,1.0,0.0,Serviced Residence,463.0,Fully Furnished
36551,KLCC,635000.0,1.5,1.0,1.0,Condominium,913.0,Fully Furnished
36552,DUTAMAS,700000.0,1.5,1.0,0.0,Serviced Residence,672.0,Fully Furnished
36553,MONT KIARA,2700000.0,5.0,4.0,0.0,Condominium,3317.0,Partly Furnished
36554,KLCC,880000.0,1.5,1.0,0.0,Condominium,753.0,Fully Furnished
36555,KLCC,1550000.0,2.0,2.0,0.0,Serviced Residence,930.0,Fully Furnished
36556,DAMANSARA HEIGHTS,4072500.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
36557,BANGSAR,3000000.0,5.0,3.0,0.0,Semi-detached House,4477.5,Partly Furnished
36558,MONT KIARA,750000.0,2.0,2.0,0.0,Serviced Residence,913.0,Fully Furnished
36559,MONT KIARA,740000.0,3.0,2.0,0.0,Serviced Residence,1088.0,Fully Furnished
36560,SALAK SELATAN,638000.0,2.0,2.0,2.0,Serviced Residence,873.0,Fully Furnished
36561,SRI HARTAMAS,460000.0,4.0,1.0,0.0,Serviced Residence,515.0,Fully Furnished
36562,AMPANG HILIR,565000.0,4.0,1.0,1.0,Serviced Residence,502.0,Fully Furnished
36563,BUKIT JALIL,300000.0,2.0,2.0,1.0,Apartment,729.0,Partly Furnished
36564,JALAN SULTAN ISMAIL,585000.0,1.5,1.0,0.0,Serviced Residence,755.0,Fully Furnished
36565,AMPANG HILIR,565000.0,4.0,1.0,1.0,Serviced Residence,502.0,Fully Furnished
36566,AMPANG HILIR,416000.0,1.5,2.0,0.0,Serviced Residence,608.0,Unfurnished
36567,KLCC,2170000.0,4.0,4.0,1.0,Serviced Residence,2178.0,Fully Furnished
36568,DAMANSARA HEIGHTS,4072500.0,5.0,4.0,0.0,Bungalow,4477.5,Partly Furnished
36569,JALAN KLANG LAMA (OLD KLANG ROAD),1130000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1540.0,Partly Furnished
36570,CHERAS,1050000.0,4.0,4.0,0.0,2-sty Terrace/Link House,1760.0,Unfurnished
36571,OUG,990000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36572,DAMANSARA HEIGHTS,1100000.0,4.0,3.0,2.0,Condominium,1979.0,Partly Furnished
36573,DAMANSARA HEIGHTS,1000000.0,4.0,3.0,1.0,Condominium,1979.0,Partly Furnished
36574,SENTUL,145000.0,3.0,2.0,0.0,2-sty Terrace/Link House,570.0,Unfurnished
36575,JALAN KLANG LAMA (OLD KLANG ROAD),2260000.0,5.5,6.0,6.0,Condominium,4477.5,Unfurnished
36577,BUKIT TUNKU (KENNY HILLS),4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
36578,BUKIT TUNKU (KENNY HILLS),4072500.0,5.5,8.0,0.0,Bungalow,4477.5,Partly Furnished
36580,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36581,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36582,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36583,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36584,CHERAS,673600.0,4.0,2.0,2.0,Condominium,1195.0,Unfurnished
36585,CHERAS,511600.0,3.0,2.0,2.0,Condominium,893.0,Unfurnished
36586,KERAMAT,1400000.0,5.5,6.0,0.0,Bungalow,3899.0,Partly Furnished
36587,CHERAS,720000.0,3.0,2.0,0.0,1-sty Terrace/Link House,2700.0,Unfurnished
36588,CHERAS,728000.0,3.0,2.0,0.0,1-sty Terrace/Link House,2700.0,Unfurnished
36590,DAMANSARA HEIGHTS,1250000.0,4.0,3.0,2.0,Condominium,1979.0,Partly Furnished
36591,KEPONG,500000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1430.0,Partly Furnished
36592,KEPONG,445000.0,4.0,2.0,0.0,1-sty Terrace/Link House,1430.0,Partly Furnished
36593,PANDAN INDAH,400000.0,3.0,3.0,0.0,2-sty Terrace/Link House,828.0,Partly Furnished
36594,BUKIT BINTANG,975000.0,1.5,1.0,1.0,Condominium,729.0,Unfurnished
36595,BUKIT BINTANG,1200000.0,3.0,3.0,0.0,Serviced Residence,1191.0,Fully Furnished
36596,TAMAN MELAWATI,1890000.0,5.5,5.0,4.0,Bungalow,4477.5,Unfurnished
36597,TAMAN TUN DR ISMAIL,4072500.0,5.0,4.0,0.0,Bungalow,4477.5,Partly Furnished
36598,KLCC,1350000.0,1.5,2.0,2.0,Serviced Residence,925.0,Partly Furnished
36599,KLCC,1150000.0,3.0,2.0,1.0,Serviced Residence,833.0,Fully Furnished
36600,KLCC,950000.0,2.0,1.0,1.0,Serviced Residence,650.0,Fully Furnished
36601,KLCC,1350000.0,1.5,2.0,2.0,Serviced Residence,925.0,Partly Furnished
36602,KLCC,2068000.0,2.0,2.0,0.0,Serviced Residence,995.0,Partly Furnished
36603,KLCC,2000000.0,2.0,2.0,0.0,Serviced Residence,956.0,Partly Furnished
36604,KLCC,1880000.0,2.0,2.0,0.0,Serviced Residence,894.0,Partly Furnished
36605,KLCC,1600000.0,2.0,1.0,0.0,Serviced Residence,711.0,Partly Furnished
36606,KLCC,1550000.0,2.0,1.0,0.0,Serviced Residence,711.0,Partly Furnished
36607,KLCC,1730000.0,2.0,1.0,0.0,Serviced Residence,815.0,Partly Furnished
36608,KLCC,1350000.0,4.0,1.0,0.0,Serviced Residence,566.0,Partly Furnished
36609,AMPANG,1390000.0,5.0,4.0,1.0,Condominium,3246.0,Fully Furnished
36610,JALAN KLANG LAMA (OLD KLANG ROAD),799000.0,3.0,3.0,2.0,Condominium,1500.0,Fully Furnished
36611,BUKIT JALIL,650000.0,3.0,2.0,2.0,Condominium,1232.0,Fully Furnished
36612,KLCC,900000.0,3.0,2.0,0.0,Condominium,1182.0,Fully Furnished
36613,KLCC,540000.0,1.5,1.0,0.0,Condominium,616.0,Fully Furnished
36614,CHERAS,418000.0,2.0,2.0,1.0,Condominium,825.0,Unfurnished
36615,MONT KIARA,1400000.0,4.0,3.0,2.0,Condominium,1668.0,Fully Furnished
36616,MONT KIARA,1680000.0,4.0,4.0,2.0,Condominium,2648.0,Partly Furnished
36617,KUCHAI LAMA,460000.0,2.0,2.0,2.0,Condominium,936.0,Partly Furnished
36618,SETAPAK,1400000.0,5.5,6.0,4.0,3-sty Terrace/Link House,1640.0,Unfurnished
36619,PANDAN PERDANA,2700000.0,5.5,6.0,0.0,Semi-detached House,4477.5,Partly Furnished
36623,TAMAN MELAWATI,1800000.0,5.0,6.0,6.0,3-sty Terrace/Link House,1800.0,Unfurnished
36624,TAMAN MELAWATI,1800000.0,5.5,7.0,0.0,Semi-detached House,3600.0,Unfurnished
36625,TAMAN DESA,495000.0,2.0,2.0,1.0,Serviced Residence,715.0,Unfurnished
36626,CHERAS,460000.0,2.0,2.0,1.0,Condominium,1079.0,Unfurnished
36627,BUKIT JALIL,400000.0,3.0,2.0,1.0,Apartment,1098.0,Fully Furnished
36628,WANGSA MAJU,4072500.0,5.0,6.0,0.0,Bungalow,4477.5,Fully Furnished
36629,DAMANSARA HEIGHTS,2500000.0,5.0,4.0,0.0,Semi-detached House,4477.5,Unfurnished
36630,BUKIT TUNKU (KENNY HILLS),870000.0,4.0,4.0,2.0,Condominium,1550.0,Partly Furnished
36631,KLCC,2400000.0,2.0,2.0,0.0,Condominium,915.0,Fully Furnished
36632,DESA PARKCITY,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36633,KEPONG,1080000.0,5.0,4.0,0.0,2-sty Terrace/Link House,1760.0,Fully Furnished
36634,KEPONG,880000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1870.0,Partly Furnished
36635,BUKIT JALIL,400000.0,3.0,2.0,1.0,Apartment,1115.0,Partly Furnished
36636,BUKIT JALIL,690000.0,3.0,2.0,2.0,Condominium,1404.0,Partly Furnished
36637,KEPONG,700000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1540.0,Unfurnished
36638,KEPONG,728000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1540.0,Unfurnished
36639,KEPONG,730000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1540.0,Partly Furnished
36640,SUNGAI BESI,590000.0,3.0,2.0,1.0,Condominium,1109.0,Unfurnished
36641,MONT KIARA,3500000.0,4.0,5.0,0.0,Serviced Residence,4300.0,Fully Furnished
36643,TAMAN DESA,550000.0,2.0,2.0,1.0,Condominium,1068.0,Partly Furnished
36644,KEPONG,770000.0,4.0,4.0,0.0,2.5-sty Terrace/Link House,1500.0,Partly Furnished
36645,SRI PETALING,999000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House,1760.0,Partly Furnished
36646,CHERAS,2000000.0,5.5,4.0,0.0,Bungalow,4477.5,Partly Furnished
36647,DUTAMAS,475000.0,3.0,2.0,1.0,Condominium,1100.0,Unfurnished
36648,CHERAS,480000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1870.0,Partly Furnished
36650,MONT KIARA,830000.0,3.0,2.0,2.0,Condominium,1400.0,Unfurnished
36651,CITY CENTRE,1750000.0,3.0,3.0,0.0,Serviced Residence,1453.0,Fully Furnished
36652,SUNGAI BESI,1520000.0,5.0,5.0,0.0,3-sty Terrace/Link House,1920.0,Partly Furnished
36653,TAMAN DESA,499000.0,3.0,2.0,1.0,Condominium,1200.0,Unfurnished
36654,PUCHONG,2800000.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
36656,MONT KIARA,850000.0,3.0,2.0,2.0,Condominium,1208.0,Fully Furnished
36657,CHERAS,796100.0,4.0,3.0,2.0,2-sty Terrace/Link House,1400.0,Unfurnished
36658,JALAN KUCHING,535000.0,3.0,2.0,1.0,Condominium,1210.0,Unfurnished
36659,CHERAS,420000.0,2.0,2.0,1.0,Condominium,885.0,Unfurnished
36660,OUG,1780000.0,5.5,7.0,4.0,2-sty Terrace/Link House,4000.0,Partly Furnished
36661,TAMAN DESA,305000.0,3.0,2.0,2.0,Condominium,715.0,Fully Furnished
36662,SALAK SELATAN,850000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Unfurnished
36663,CHERAS,770000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36664,SALAK SELATAN,730000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36665,DESA PETALING,299000.0,3.0,2.0,1.0,Condominium,1050.0,Unfurnished
36666,CHERAS,1200000.0,5.0,4.0,5.0,Semi-detached House,3000.0,Fully Furnished
36667,CHERAS,950000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36668,AMPANG,488000.0,4.0,1.0,1.0,Condominium,490.0,Partly Furnished
36669,AMPANG,948800.0,3.0,2.0,1.0,Condominium,1020.0,Partly Furnished
36670,AMPANG,515000.0,2.0,2.0,1.0,Condominium,749.0,Fully Furnished
36671,AMPANG,680000.0,2.0,2.0,1.0,Condominium,793.0,Partly Furnished
36672,AMPANG,470000.0,2.0,2.0,1.0,Condominium,680.0,Partly Furnished
36673,MONT KIARA,1080000.0,1.5,1.0,1.0,Serviced Residence,996.0,Fully Furnished
36674,BUKIT JALIL,450000.0,3.0,2.0,1.0,Apartment,1043.0,Partly Furnished
36675,KEPONG,1100000.0,5.0,4.0,2.0,2-sty Terrace/Link House,1540.0,Partly Furnished
36676,KLCC,3750000.0,4.0,5.0,2.0,Serviced Residence,3500.0,Fully Furnished
36677,BUKIT BINTANG,1700000.0,3.0,2.0,1.0,Condominium,1468.0,Fully Furnished
36678,BANGSAR,2800000.0,5.0,4.0,2.0,2-sty Terrace/Link House,2566.0,Fully Furnished
36680,KLCC,1100000.0,1.5,1.0,0.0,Serviced Residence,603.0,Fully Furnished
36681,BUKIT JALIL,750000.0,3.0,3.0,0.0,Townhouse,1700.0,Partly Furnished
36682,SRI HARTAMAS,450000.0,4.0,1.0,0.0,Serviced Residence,500.0,Fully Furnished
36683,KEPONG,680000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1430.0,Unfurnished
36685,CHERAS,798000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1800.0,Partly Furnished
36686,SEPUTEH,535000.0,1.5,2.0,1.0,Condominium,667.0,Partly Furnished
36687,PUCHONG,280000.0,3.0,2.0,1.0,Flat,850.0,Partly Furnished
36688,KEPONG,1280000.0,5.0,5.0,4.0,2.5-sty Terrace/Link House,1400.0,Partly Furnished
36690,KEPONG,1390000.0,5.0,4.0,4.0,3-sty Terrace/Link House,1500.0,Partly Furnished
36691,SETAPAK,530000.0,4.0,2.0,0.0,Condominium,1313.0,Partly Furnished
36692,MONT KIARA,3200000.0,5.5,6.0,3.0,Bungalow,3940.0,Unfurnished
36693,SRI HARTAMAS,3300000.0,5.5,5.0,0.0,3-sty Terrace/Link House,2400.0,Fully Furnished
36694,MONT KIARA,4072500.0,5.5,6.0,0.0,Bungalow,3800.0,Partly Furnished
36695,KLCC,1200000.0,2.0,1.0,0.0,Serviced Residence,654.0,Fully Furnished
36696,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36697,MONT KIARA,4072500.0,5.5,6.0,0.0,Bungalow,3800.0,Partly Furnished
36698,CHERAS,880000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1950.0,Partly Furnished
36699,BANGSAR,4072500.0,5.5,7.0,4.0,Bungalow,4477.5,Fully Furnished
36700,MONT KIARA,4000000.0,5.5,5.0,0.0,Semi-detached House,4000.0,Partly Furnished
36701,KEPONG,1480000.0,4.0,3.0,4.0,2-sty Terrace/Link House,2550.0,Fully Furnished
36702,KEPONG,1450000.0,5.0,3.0,4.0,2-sty Terrace/Link House,2550.0,Partly Furnished
36703,PANTAI,645000.0,4.0,2.0,1.0,Serviced Residence,873.0,Partly Furnished
36704,JALAN KUCHING,685000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1430.0,Unfurnished
36705,SUNGAI PENCHALA,1960000.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36706,SRI HARTAMAS,3700000.0,5.0,5.0,4.0,Semi-detached House,3732.0,Partly Furnished
36707,AMPANG HILIR,4072500.0,5.0,5.0,3.0,Condominium,4477.5,Partly Furnished
36708,BANGSAR,4072500.0,5.5,6.0,5.0,Bungalow,4477.5,Partly Furnished
36709,SETAPAK,1200000.0,3.0,2.0,0.0,Condominium,1442.0,Partly Furnished
36710,TAMAN MELAWATI,1900000.0,5.0,5.0,4.0,2.5-sty Terrace/Link House,4000.0,Partly Furnished
36711,AMPANG,2100000.0,5.5,6.0,4.0,Bungalow,3821.0,Partly Furnished
36712,KLCC,4072500.0,5.0,6.0,5.0,Serviced Residence,4477.5,Partly Furnished
36713,KLCC,2800000.0,5.0,6.0,5.0,Serviced Residence,2908.0,Partly Furnished
36714,KLCC,2100000.0,4.0,3.0,2.0,Serviced Residence,1550.0,Unfurnished
36715,KLCC,1500000.0,2.0,2.0,1.0,Serviced Residence,1067.0,Fully Furnished
36716,SUNGAI BESI,728000.0,3.0,2.0,2.0,Serviced Residence,1130.0,Fully Furnished
36717,KL SENTRAL,1280000.0,2.0,2.0,1.0,Serviced Residence,1087.0,Partly Furnished
36718,SETAPAK,600000.0,3.0,2.0,2.0,Serviced Residence,1012.0,Fully Furnished
36719,BUKIT JALIL,420000.0,2.0,1.0,1.0,Apartment,804.0,Partly Furnished
36720,DAMANSARA HEIGHTS,4072500.0,5.0,5.0,0.0,Bungalow,4477.5,Partly Furnished
36721,SRI PETALING,800000.0,4.0,3.0,3.0,2-sty Terrace/Link House,1760.0,Unfurnished
36722,SUNGAI BESI,728000.0,3.0,2.0,2.0,Serviced Residence,1130.0,Partly Furnished
36723,MONT KIARA,3500000.0,5.0,6.0,0.0,Semi-detached House,4141.0,Partly Furnished
36724,JALAN KLANG LAMA (OLD KLANG ROAD),720000.0,2.0,2.0,2.0,Condominium,1164.0,Partly Furnished
36725,KLCC,2130000.0,4.0,5.0,0.0,Serviced Residence,2474.0,Partly Furnished
36726,SRI PETALING,2250000.0,5.0,5.0,0.0,Semi-detached House,4000.0,Fully Furnished
36727,SRI PETALING,2200000.0,5.0,5.0,0.0,Semi-detached House,4000.0,Fully Furnished
36728,MONT KIARA,1290000.0,4.0,3.0,2.0,Condominium,1996.0,Fully Furnished
36730,SRI PETALING,540000.0,3.0,2.0,1.0,Serviced Residence,980.0,Unfurnished
36731,KLCC,4072500.0,5.5,5.0,4.0,Serviced Residence,4477.5,Unfurnished
36732,KLCC,3864300.0,4.0,5.0,0.0,Serviced Residence,3513.0,Partly Furnished
36733,KEPONG,840000.0,3.0,2.0,2.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36734,AMPANG HILIR,2880000.0,4.0,4.0,2.0,Condominium,2669.0,Unfurnished
36735,DUTAMAS,688000.0,1.5,1.0,1.0,Serviced Residence,672.0,Fully Furnished
36736,JALAN KLANG LAMA (OLD KLANG ROAD),2800000.0,5.5,5.0,4.0,Bungalow,4200.0,Partly Furnished
36737,CHERAS,830000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
36738,MONT KIARA,1290000.0,4.0,3.0,2.0,Condominium,2036.0,Partly Furnished
36739,COUNTRY HEIGHTS DAMANSARA,4072500.0,5.0,5.0,0.0,Bungalow,4477.5,Fully Furnished
36740,KL CITY,3800000.0,5.0,6.0,4.0,Townhouse,4200.0,Partly Furnished
36741,COUNTRY HEIGHTS DAMANSARA,4072500.0,5.5,8.0,5.0,Bungalow,4477.5,Partly Furnished
36742,PANDAN PERDANA,275000.0,1.5,1.0,1.0,Condominium,450.0,Partly Furnished
36743,SETAPAK,560000.0,4.0,2.0,2.0,Condominium,1550.0,Fully Furnished
36744,SALAK SELATAN,620000.0,3.0,2.0,2.0,Serviced Residence,1044.0,Partly Furnished
36745,WANGSA MAJU,1450000.0,5.0,3.0,0.0,Condominium,3025.0,Fully Furnished
36746,CHERAS,350000.0,3.0,1.0,2.0,2-sty Terrace/Link House,825.0,Unfurnished
36747,AMPANG HILIR,3850000.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
36748,OUG,630000.0,3.0,3.0,2.0,Townhouse,1680.0,Partly Furnished
36749,MONT KIARA,680000.0,1.5,1.0,1.0,Serviced Residence,743.0,Fully Furnished
36750,WANGSA MAJU,2000000.0,5.0,4.0,0.0,Condominium,4000.0,Partly Furnished
36751,MONT KIARA,1150000.0,3.0,3.0,2.0,Serviced Residence,1650.0,Fully Furnished
36752,MONT KIARA,1290000.0,4.0,3.0,2.0,Condominium,2036.0,Fully Furnished
36753,WANGSA MAJU,900000.0,5.5,5.0,0.0,Condominium,2750.0,Fully Furnished
36754,CHERAS,430000.0,2.0,2.0,1.0,Condominium,825.0,Unfurnished
36755,SENTUL,1100000.0,4.0,3.0,2.0,Condominium,1535.0,Partly Furnished
36756,SENTUL,800000.0,4.0,2.0,2.0,Condominium,1630.0,Unfurnished
36757,SENTUL,660000.0,3.0,2.0,2.0,Condominium,1363.0,Partly Furnished
36758,MONT KIARA,888000.0,2.0,2.0,1.0,Condominium,1077.0,Fully Furnished
36759,MONT KIARA,800000.0,3.0,2.0,2.0,Condominium,1206.0,Fully Furnished
36760,SETAPAK,999000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1600.0,Fully Furnished
36762,BUKIT JALIL,630000.0,2.0,2.0,2.0,Serviced Residence,791.0,Unfurnished
36763,BUKIT JALIL,1370000.0,4.0,4.0,3.0,Condominium,1878.0,Partly Furnished
36764,BUKIT JALIL,1728000.0,5.0,5.0,3.0,Condominium,2346.0,Partly Furnished
36765,BUKIT JALIL,1628000.0,4.0,4.0,3.0,Condominium,2021.0,Partly Furnished
36766,BUKIT JALIL,1850000.0,4.0,4.0,3.0,Condominium,2021.0,Partly Furnished
36767,BUKIT JALIL,1550000.0,4.0,4.0,3.0,Condominium,2021.0,Partly Furnished
36768,BUKIT JALIL,938000.0,4.0,3.0,2.0,Condominium,2003.0,Unfurnished
36770,JALAN KLANG LAMA (OLD KLANG ROAD),400000.0,3.0,2.0,0.0,Condominium,1208.0,Unfurnished
36772,KUCHAI LAMA,490000.0,2.0,2.0,2.0,Condominium,936.0,Unfurnished
36773,CHERAS,880000.0,3.0,2.0,2.0,2-sty Terrace/Link House,2160.0,Unfurnished
36774,CHERAS,870000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
36775,KLCC,650000.0,1.5,1.0,0.0,Serviced Residence,450.0,Partly Furnished
36776,BUKIT JALIL,600000.0,4.0,2.0,2.0,Condominium,1400.0,Unfurnished
36777,CHERAS,575000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1260.0,Unfurnished
36778,JALAN KLANG LAMA (OLD KLANG ROAD),510000.0,2.0,1.0,1.0,Condominium,730.0,Partly Furnished
36779,JALAN KLANG LAMA (OLD KLANG ROAD),510300.0,4.0,2.0,0.0,Condominium,1335.0,Unfurnished
36780,BANGSAR,444690.0,3.0,2.0,0.0,Condominium,818.0,Unfurnished
36781,PUCHONG,494000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1496.0,Unfurnished
36782,JALAN SULTAN ISMAIL,445500.0,1.5,1.0,0.0,Serviced Residence,589.0,Unfurnished
36783,AMPANG,702000.0,3.0,2.0,0.0,Serviced Residence,1018.0,Unfurnished
36784,KLCC,2500000.0,4.0,5.0,2.0,Condominium,3316.0,Partly Furnished
36785,BATU CAVES,215000.0,3.0,2.0,1.0,Apartment,776.0,Unfurnished
36786,BATU CAVES,240000.0,3.0,2.0,1.0,Apartment,776.0,Unfurnished
36788,SEGAMBUT,930000.0,4.0,2.0,2.0,Semi-detached House,2758.0,Unfurnished
36789,AMPANG HILIR,4072500.0,5.5,5.0,6.0,Bungalow,4477.5,Partly Furnished
